nlc,station,note,entry_weekday,entry_saturday,entry_sunday,exit_weekday,exit_saturday,exit_sunday,annual_entry_exit_million,borough,year,total_weekday,total_weekend
705,Southfields, ,10108.0,7189.0,4470.0,9367.0,6090.0,4283.0,6.13411,Wandsworth,2014,19475.0,22032.0
706,Southgate, ,8522.0,6230.0,4053.0,9184.0,6404.0,4372.0,5.633661,Enfield,2014,17706.0,21059.0
784,Southwark, ,23624.0,9858.0,6415.0,24951.0,10991.0,6674.0,14.145874,Southwark,2014,48575.0,33938.0
695,St. James's Park, ,28696.0,8059.0,5671.0,27550.0,7954.0,5638.0,15.730145,City of Westminster,2014,56246.0,27322.0
696,St. John's Wood, ,12063.0,7591.0,5491.0,12323.0,7632.0,5633.0,7.61757,City of Westminster,2014,24386.0,26347.0
697,St. Paul's, ,28358.0,15846.0,10640.0,29905.0,14555.0,9997.0,17.538974,City of London,2014,58263.0,51038.0
713,Stamford Brook, ,4402.0,2796.0,1780.0,4275.0,2464.0,1674.0,2.672587,Hammersmith and Fulham,2014,8677.0,8714.0
714,Stanmore, ,6020.0,4337.0,2889.0,6218.0,4277.0,2995.0,3.891298,Harrow,2014,12238.0,14498.0
715,Stepney Green, ,8989.0,5851.0,4070.0,8362.0,4952.0,3998.0,5.427571,Tower Hamlets,2014,17351.0,18871.0
716,Stockwell, ,18316.0,12343.0,8657.0,14534.0,10838.0,8359.0,10.520406,Lambeth,2014,32850.0,40197.0
717,Stonebridge Park, ,4217.0,2639.0,1681.0,4249.0,2543.0,1697.0,2.610664,Brent,2014,8466.0,8560.0
719,Stratford, ,86183.0,92110.0,61847.0,83030.0,88485.0,58602.0,59.30832,Newham,2014,169213.0,301044.0
720,Sudbury Hill, ,3563.0,2278.0,1468.0,3564.0,2239.0,1469.0,2.211298,Ealing,2014,7127.0,7454.0
721,Sudbury Town, ,3551.0,2512.0,1730.0,3089.0,2005.0,1465.0,2.103309,Brent,2014,6640.0,7712.0
723,Swiss Cottage, ,11796.0,7929.0,5493.0,11318.0,7536.0,5185.0,7.282024,Camden,2014,23114.0,26143.0
724,Temple, ,13515.0,5625.0,3713.0,14491.0,6408.0,3485.0,8.135916,City of Westminster,2014,28006.0,19231.0
725,Theydon Bois, ,1421.0,834.0,441.0,1402.0,788.0,428.0,0.849834,Epping Forest,2014,2823.0,2491.0
726,Tooting Bec, ,12083.0,9082.0,6020.0,11427.0,8189.0,6045.0,7.557957,Wandsworth,2014,23510.0,29336.0
727,Tooting Broadway, ,23628.0,17840.0,11659.0,23365.0,16837.0,12448.0,15.114746,Wandsworth,2014,46993.0,58784.0
728,Tottenham Court Road, ,56017.0,47647.0,30721.0,55983.0,47645.0,28111.0,36.762272,City of Westminster,2014,112000.0,154124.0
729,Tottenham Hale, ,18983.0,13976.0,9826.0,18311.0,12509.0,8793.0,11.911123,Haringey,2014,37294.0,45104.0
730,Totteridge & Whetstone, ,3794.0,2229.0,1396.0,3544.0,2050.0,1358.0,2.241508,Barnet,2014,7338.0,7033.0
731,Tower Hill, ,36536.0,38629.0,28152.0,38467.0,39249.0,27754.0,26.323869,Tower Hamlets,2014,75003.0,133784.0
733,Tufnell Park, ,6309.0,5267.0,3520.0,5689.0,4443.0,3241.0,3.939313,Islington,2014,11998.0,16471.0
734,Turnham Green, ,9817.0,7099.0,4809.0,10431.0,7243.0,5201.0,6.459118,Hounslow,2014,20248.0,24352.0
735,Turnpike Lane, ,16502.0,14281.0,9996.0,15982.0,12548.0,9575.0,10.768249,Haringey,2014,32484.0,46400.0
736,Upminster,A,8180.0,5275.0,2382.0,9005.0,4782.0,2454.0,5.156093,Havering,2014,17185.0,14893.0
737,Upminster Bridge, ,2041.0,718.0,308.0,2055.0,650.0,283.0,1.142293,Havering,2014,4096.0,1959.0
738,Upney, ,4380.0,2515.0,1642.0,3941.0,2169.0,1426.0,2.529793,Barking and Dagenham,2014,8321.0,7752.0
739,Upton Park, ,17820.0,13798.0,9623.0,17289.0,12827.0,9824.0,11.41445,Newham,2014,35109.0,46072.0
740,Uxbridge, ,12914.0,8343.0,5129.0,13195.0,7937.0,5421.0,8.074587,Hillingdon,2014,26109.0,26830.0
777,Vauxhall, ,44774.0,32338.0,23185.0,40828.0,28742.0,22167.0,27.509234,Lambeth,2014,85602.0,106432.0
741,Victoria, ,130315.0,101732.0,77221.0,134661.0,100915.0,77932.0,86.730599,City of Westminster,2014,264976.0,357800.0
742,Walthamstow Central, ,28214.0,21052.0,14063.0,27885.0,20415.0,14805.0,18.052543,Waltham Forest,2014,56099.0,70335.0
743,Wanstead, ,4680.0,3922.0,2790.0,4693.0,3807.0,2576.0,3.089871,Redbridge,2014,9373.0,13095.0
745,Warren Street, ,33716.0,12814.0,8553.0,34127.0,11836.0,7707.0,19.405419,Camden,2014,67843.0,40910.0
746,Warwick Avenue, ,7245.0,5182.0,3551.0,6846.0,4790.0,3659.0,4.508957,City of Westminster,2014,14091.0,17182.0
747,Waterloo,T,144764.0,103536.0,60995.0,145655.0,102111.0,63110.0,91.491846,Lambeth,2014,290419.0,329752.0
748,Watford, ,2962.0,1560.0,984.0,2873.0,1591.0,989.0,1.756514,Watford,2014,5835.0,5124.0
751,Wembley Central, ,7852.0,6639.0,4602.0,8522.0,6942.0,6852.0,5.52462,Brent,2014,16374.0,25035.0
752,Wembley Park, ,20894.0,18370.0,14863.0,20613.0,18129.0,14108.0,14.108508,Brent,2014,41507.0,65470.0
753,West Acton, ,2705.0,1867.0,1153.0,2605.0,1698.0,1166.0,1.665631,Ealing,2014,5310.0,5884.0
755,West Brompton, ,6553.0,5272.0,3233.0,7480.0,5037.0,3285.0,4.470979,Kensington and Chelsea,2014,14033.0,16827.0
756,West Finchley, ,2620.0,1490.0,874.0,2468.0,1294.0,889.0,1.536049,Barnet,2014,5088.0,4547.0
757,West Ham, ,5592.0,4787.0,3232.0,4994.0,4161.0,2954.0,3.508528,Newham,2014,10586.0,15134.0
758,West Hampstead, ,17676.0,11535.0,7129.0,16411.0,10270.0,6986.0,10.590656,Camden,2014,34087.0,35920.0
759,West Harrow, ,1959.0,1174.0,674.0,1963.0,1274.0,715.0,1.201513,Harrow,2014,3922.0,3837.0
760,West Kensington, ,8237.0,6059.0,4337.0,7791.0,5228.0,4031.0,5.13572,Hammersmith and Fulham,2014,16028.0,19655.0
762,West Ruislip, ,2458.0,2164.0,1114.0,2342.0,1991.0,1055.0,1.558431,Hillingdon,2014,4800.0,6324.0
754,Westbourne Park, ,6443.0,4404.0,2830.0,5371.0,3646.0,2597.0,3.727735,City of Westminster,2014,11814.0,13477.0
761,Westminster, ,38015.0,36354.0,24853.0,38929.0,37190.0,21610.0,26.032437,City of Westminster,2014,76944.0,120007.0
764,White City, ,11936.0,6668.0,4232.0,13062.0,6599.0,4244.0,7.514462,Hammersmith and Fulham,2014,24998.0,21743.0
763,Whitechapel, ,20551.0,11506.0,8080.0,21755.0,12003.0,8275.0,12.890831,Tower Hamlets,2014,42306.0,39864.0
765,Willesden Green, ,13863.0,10996.0,7743.0,13169.0,9677.0,7595.0,8.819034,Brent,2014,27032.0,36011.0
766,Willesden Junction,A,7185.0,4956.0,2731.0,7339.0,4614.0,2890.0,4.503851,Brent,2014,14524.0,15191.0
767,Wimbledon,A,24613.0,16353.0,9999.0,24197.0,17101.0,10511.0,15.298628,Merton,2014,48810.0,53964.0
768,Wimbledon Park, ,3242.0,2295.0,1201.0,2608.0,1554.0,955.0,1.807402,Merton,2014,5850.0,6005.0
770,Wood Green, ,19935.0,17903.0,12231.0,19910.0,17200.0,12279.0,13.352231,Haringey,2014,39845.0,59613.0
599,Wood Lane, ,5671.0,4790.0,2898.0,6612.0,5161.0,3167.0,3.982886,Hammersmith and Fulham,2014,12283.0,16016.0
769,Woodford, ,9339.0,6588.0,3802.0,9394.0,6201.0,4094.0,5.870341,Redbridge,2014,18733.0,20685.0
771,Woodside Park, ,4328.0,2763.0,1705.0,4143.0,2839.0,1896.0,2.646926,Barnet,2014,8471.0,9203.0
500,Acton Town                         , ,9861.0,7278.0,5000.0,9540.0,6919.0,4972.0,6.235045,Ealing,2015,19401.0,24169.0
502,Aldgate                            , ,13645.0,3700.0,2911.0,12787.0,4796.0,3847.0,7.52781,City of London,2015,26432.0,15254.0
503,Aldgate East                       , ,20579.0,15511.0,12110.0,19291.0,12510.0,9841.0,12.839311,Tower Hamlets,2015,39870.0,49972.0
505,Alperton                           , ,4945.0,3476.0,2550.0,5089.0,3540.0,2569.0,3.205455,Brent,2015,10034.0,12135.0
506,Amersham                           , ,3680.0,1759.0,1169.0,4054.0,1985.0,1132.0,2.287149,Chiltern,2015,7734.0,6045.0
507,Angel                              , ,31112.0,22137.0,15424.0,30391.0,24267.0,14798.0,19.756365,Islington,2015,61503.0,76626.0
508,Archway                            , ,16017.0,11253.0,7739.0,14900.0,9598.0,7315.0,9.794439,Islington,2015,30917.0,35905.0
509,Arnos Grove                        , ,7217.0,5852.0,4046.0,6674.0,5197.0,3778.0,4.550587,Enfield,2015,13891.0,18873.0
510,Arsenal                            , ,4377.0,4682.0,2710.0,3724.0,3948.0,2448.0,2.802635,Islington,2015,8101.0,13788.0
511,Baker Street                       , ,47234.0,31530.0,25035.0,45041.0,29563.0,23384.0,29.379132,City of Westminster,2015,92275.0,109512.0
512,Balham                             , ,22536.0,16888.0,10766.0,21872.0,15523.0,10562.0,14.178948,Wandsworth,2015,44408.0,53739.0
513,Bank & Monument                    ,B,107093.0,29506.0,13878.0,102041.0,28498.0,13001.0,57.512971,City of London,2015,209134.0,84883.0
501,Barbican                           , ,19757.0,7755.0,4786.0,19369.0,8025.0,4774.0,11.283478,City of London,2015,39126.0,25340.0
514,Barking                            , ,26914.0,18017.0,11626.0,24573.0,15259.0,10385.0,16.055212,Barking and Dagenham,2015,51487.0,55287.0
515,Barkingside                        , ,2505.0,1221.0,764.0,2208.0,1178.0,747.0,1.406286,Redbridge,2015,4713.0,3910.0
516,Barons Court                       , ,12462.0,7438.0,5166.0,11231.0,6120.0,4933.0,7.295186,Hammersmith and Fulham,2015,23693.0,23657.0
517,Bayswater                          , ,7476.0,8002.0,6722.0,7014.0,7561.0,5894.0,5.21959,City of Westminster,2015,14490.0,28179.0
518,Becontree                          , ,5843.0,3522.0,2233.0,5531.0,3329.0,2113.0,3.490288,Barking and Dagenham,2015,11374.0,11197.0
519,Belsize Park                       , ,10638.0,6357.0,4654.0,9131.0,5704.0,4276.0,6.155599,Camden,2015,19769.0,20991.0
787,Bermondsey                         , ,16248.0,12196.0,8478.0,15056.0,11623.0,8559.0,10.163683,Southwark,2015,31304.0,40856.0
520,Bethnal Green                      , ,24766.0,22025.0,15749.0,23300.0,19679.0,15360.0,16.164737,Tower Hamlets,2015,48066.0,72813.0
521,Blackfriars                        ,A,24574.0,9580.0,6893.0,23140.0,7613.0,5598.0,13.702647,City of London,2015,47714.0,29684.0
522,Blackhorse Road                    , ,13559.0,10055.0,6993.0,12522.0,8626.0,6400.0,8.360092,Waltham Forest,2015,26081.0,32074.0
524,Bond Street                        , ,57022.0,49636.0,29840.0,55707.0,48422.0,29479.0,37.119274,City of Westminster,2015,112729.0,157377.0
525,Borough                            , ,8795.0,5651.0,3698.0,8270.0,5909.0,3756.0,5.358351,Southwark,2015,17065.0,19014.0
526,Boston Manor                       , ,3610.0,2483.0,1813.0,3469.0,2180.0,1736.0,2.242854,Ealing,2015,7079.0,8212.0
527,Bounds Green                       , ,10251.0,8186.0,5576.0,9587.0,7091.0,5422.0,6.4623,Haringey,2015,19838.0,26275.0
528,Bow Road                           , ,9952.0,7011.0,4848.0,9214.0,6080.0,4859.0,6.102443,Tower Hamlets,2015,19166.0,22798.0
529,Brent Cross                        , ,4126.0,2868.0,2358.0,3831.0,2608.0,2197.0,2.566618,Barnet,2015,7957.0,10031.0
778,Brixton                            , ,48279.0,38563.0,27694.0,45229.0,37311.0,27017.0,30.830921,Lambeth,2015,93508.0,130585.0
530,Bromley-by-Bow                     , ,6194.0,3742.0,2438.0,5803.0,3295.0,2387.0,3.68584,Tower Hamlets,2015,11997.0,11862.0
531,Buckhurst Hill                     , ,3499.0,2164.0,1151.0,3302.0,1859.0,1120.0,2.063838,Epping Forest,2015,6801.0,6294.0
532,Burnt Oak                          , ,7201.0,4668.0,3228.0,6797.0,4343.0,3106.0,4.383772,Barnet,2015,13998.0,15345.0
534,Caledonian Road                    , ,9966.0,7305.0,5262.0,9122.0,6171.0,4851.0,6.126683,Islington,2015,19088.0,23589.0
535,Camden Town                        , ,29308.0,36786.0,15173.0,29686.0,44291.0,31556.0,21.898497,Camden,2015,58994.0,127806.0
788,Canada Water                       , ,18516.0,17557.0,12558.0,18874.0,17740.0,12566.0,12.77743,Southwark,2015,37390.0,60421.0
852,Canary Wharf                       , ,93942.0,32437.0,23671.0,96111.0,34208.0,25354.0,54.441424,Tower Hamlets,2015,190053.0,115670.0
884,Canning Town                       , ,17047.0,13715.0,10124.0,16079.0,12610.0,9643.0,10.916031,Newham,2015,33126.0,46092.0
536,Cannon Street                      ,,13998.0,3864.0,2177.0,13143.0,3172.0,2103.0,7.485065,City of London,2015,27141.0,11316.0
537,Canons Park                        , ,4578.0,2973.0,1954.0,4371.0,2717.0,1877.0,2.786006,Harrow,2015,8949.0,9521.0
539,Chalfont & Latimer                 , ,2458.0,1140.0,600.0,2549.0,931.0,469.0,1.437534,Chiltern,2015,5007.0,3140.0
540,Chalk Farm                         , ,8801.0,8922.0,8406.0,7466.0,6959.0,5342.0,5.752495,Camden,2015,16267.0,29629.0
541,Chancery Lane                      , ,29339.0,8145.0,4439.0,29996.0,8011.0,4095.0,16.355373,City of London,2015,59335.0,24690.0
718,Charing Cross                      , ,34982.0,32281.0,18343.0,28683.0,21996.0,11499.0,20.690327,City of Westminster,2015,63665.0,84119.0
543,Chesham                            , ,1703.0,794.0,493.0,1236.0,697.0,425.0,0.875261,Chiltern,2015,2939.0,2409.0
544,Chigwell                           , ,1107.0,443.0,207.0,836.0,385.0,207.0,0.559061,Epping Forest,2015,1943.0,1242.0
545,Chiswick Park                      , ,3252.0,1933.0,1389.0,3783.0,1854.0,1521.0,2.148469,Ealing,2015,7035.0,6697.0
546,Chorleywood                        , ,1905.0,767.0,474.0,1907.0,1464.0,496.0,1.137678,Three Rivers,2015,3812.0,3201.0
547,Clapham Common                     , ,14541.0,12625.0,8682.0,15777.0,13370.0,9113.0,10.072099,Lambeth,2015,30318.0,43790.0
548,Clapham North                      , ,9494.0,9612.0,6224.0,11388.0,9679.0,6316.0,7.026138,Lambeth,2015,20882.0,31831.0
549,Clapham South                      , ,13651.0,10100.0,6823.0,13154.0,8996.0,6910.0,8.584904,Wandsworth,2015,26805.0,32829.0
550,Cockfosters                        , ,2812.0,2634.0,1679.0,2676.0,2375.0,1688.0,1.847585,Enfield,2015,5488.0,8376.0
551,Colindale                          , ,9835.0,6856.0,4466.0,9083.0,5705.0,4129.0,5.946531,Barnet,2015,18918.0,21156.0
552,Colliers Wood                      , ,10356.0,8116.0,5700.0,9636.0,7236.0,5476.0,6.515664,Merton,2015,19992.0,26528.0
553,Covent Garden                      , ,16937.0,25964.0,16573.0,22501.0,27921.0,15451.0,14.66925,City of Westminster,2015,39438.0,85909.0
554,Croxley                            , ,1928.0,762.0,416.0,1766.0,699.0,412.0,1.059406,Three Rivers,2015,3694.0,2289.0
555,Dagenham East                      , ,4949.0,3119.0,1532.0,4463.0,2740.0,1400.0,2.858892,Barking and Dagenham,2015,9412.0,8791.0
556,Dagenham Heathway                  , ,10028.0,6085.0,3872.0,9732.0,5772.0,3745.0,6.065247,Barking and Dagenham,2015,19760.0,19474.0
557,Debden                             , ,4423.0,1890.0,1003.0,4116.0,1693.0,960.0,2.4625,Epping Forest,2015,8539.0,5546.0
558,Dollis Hill                        , ,6462.0,4596.0,3433.0,3163.0,2037.0,1746.0,3.085602,Brent,2015,9625.0,11812.0
560,Ealing Broadway                    , ,27945.0,18330.0,12524.0,25623.0,17010.0,12048.0,16.840132,Ealing,2015,53568.0,59912.0
561,Ealing Common                      , ,5467.0,4121.0,2764.0,5490.0,3948.0,2742.0,3.516563,Ealing,2015,10957.0,13575.0
562,Earl's Court                       , ,31241.0,27303.0,20093.0,29686.0,26459.0,18741.0,20.501361,Kensington and Chelsea,2015,60927.0,92596.0
563,East Acton                         , ,6387.0,4457.0,3271.0,6241.0,3888.0,3180.0,4.009433,Hammersmith and Fulham,2015,12628.0,14796.0
565,East Finchley                      , ,12207.0,7910.0,5078.0,11408.0,6842.0,5106.0,7.342555,Barnet,2015,23615.0,24936.0
566,East Ham                           , ,24072.0,18326.0,11485.0,23283.0,16339.0,10734.0,15.094316,Newham,2015,47355.0,56884.0
567,East Putney                        , ,10272.0,6639.0,4377.0,8927.0,5698.0,4034.0,5.99512,Wandsworth,2015,19199.0,20748.0
564,Eastcote                           , ,4964.0,2737.0,1574.0,4426.0,2523.0,1554.0,2.833742,Hillingdon,2015,9390.0,8388.0
568,Edgware                            , ,7702.0,5236.0,3946.0,7303.0,4951.0,3690.0,4.776513,Barnet,2015,15005.0,17823.0
774,Edgware Road (Bak)                 ,,7098.0,4873.0,3066.0,7201.0,5232.0,3037.0,4.503184,City of Westminster,2015,14299.0,16208.0
569,Edgware Road (Cir)                 , ,11917.0,7432.0,5262.0,11215.0,7356.0,4716.0,7.210074,City of Westminster,2015,23132.0,24766.0
570,Elephant & Castle                  , ,31209.0,22095.0,15434.0,28603.0,20562.0,14029.0,19.088917,Southwark,2015,59812.0,72120.0
571,Elm Park                           , ,5161.0,2598.0,1547.0,4959.0,2433.0,1544.0,3.004341,Havering,2015,10120.0,8122.0
542,Embankment                         , ,33187.0,29244.0,17479.0,32497.0,27726.0,16114.0,21.562479,City of Westminster,2015,65684.0,90563.0
572,Epping                             , ,5748.0,3611.0,2387.0,5018.0,3003.0,2064.0,3.330335,Epping Forest,2015,10766.0,11065.0
574,Euston                             , ,62670.0,50142.0,42913.0,64227.0,49927.0,39304.0,42.159332,Camden,2015,126897.0,182286.0
575,Euston Square                      , ,25477.0,9658.0,8373.0,25638.0,9575.0,7672.0,14.878866,Camden,2015,51115.0,35278.0
576,Fairlop                            , ,1956.0,1111.0,673.0,1769.0,1067.0,659.0,1.134269,Redbridge,2015,3725.0,3510.0
577,Farringdon                         , ,43640.0,9944.0,6679.0,43109.0,10688.0,6124.0,23.775738,Islington,2015,86749.0,33435.0
578,Finchley Central                   , ,9578.0,6357.0,3604.0,9125.0,5554.0,3662.0,5.779925,Barnet,2015,18703.0,19177.0
579,Finchley Road                      , ,15958.0,11178.0,8416.0,15189.0,10167.0,7872.0,9.951123,Camden,2015,31147.0,37633.0
580,Finsbury Park                      ,A,44703.0,41631.0,24728.0,42792.0,33027.0,23215.0,28.847088,Islington,2015,87495.0,122601.0
581,Fulham Broadway                    , ,16528.0,15312.0,7943.0,16504.0,12682.0,7339.0,10.714422,Hammersmith and Fulham,2015,33032.0,43276.0
582,Gants Hill                         , ,10872.0,6659.0,4786.0,10299.0,6227.0,4738.0,6.588251,Redbridge,2015,21171.0,22410.0
583,Gloucester Road                    , ,22330.0,17405.0,13861.0,20832.0,16116.0,12255.0,14.203922,Kensington and Chelsea,2015,43162.0,59637.0
584,Golders Green                      , ,13833.0,9833.0,7785.0,13167.0,8937.0,7352.0,8.700123,Barnet,2015,27000.0,33907.0
585,Goldhawk Road                      , ,3469.0,2346.0,1427.0,3232.0,1957.0,1436.0,2.088026,Hammersmith and Fulham,2015,6701.0,7166.0
586,Goodge Street                      , ,15239.0,7487.0,4120.0,14839.0,7192.0,3816.0,8.841266,Camden,2015,30078.0,22615.0
587,Grange Hill                        , ,1211.0,563.0,309.0,1042.0,460.0,275.0,0.657661,Redbridge,2015,2253.0,1607.0
588,Great Portland Street              , ,15167.0,5074.0,3943.0,14125.0,4678.0,3266.0,8.343311,City of Westminster,2015,29292.0,16961.0
590,Green Park                         , ,59805.0,39885.0,26464.0,64785.0,48690.0,31599.0,39.552887,City of Westminster,2015,124590.0,146638.0
589,Greenford                          , ,7596.0,5234.0,3273.0,7475.0,4842.0,3161.0,4.716521,Ealing,2015,15071.0,16510.0
591,Gunnersbury                        , ,9848.0,3868.0,2759.0,8819.0,3421.0,2475.0,5.410585,Hounslow,2015,18667.0,12523.0
592,Hainault                           , ,6077.0,3466.0,2245.0,5766.0,3238.0,2211.0,3.607791,Redbridge,2015,11843.0,11160.0
593,Hammersmith (Dis)                  , ,46414.0,31125.0,21769.0,45041.0,29837.0,21049.0,28.834401,Hammersmith and Fulham,2015,91455.0,103780.0
773,Hammersmith (H&C)                  , ,18038.0,10792.0,7481.0,16662.0,10028.0,6794.0,10.703965,Hammersmith and Fulham,2015,34700.0,35095.0
594,Hampstead                          , ,6681.0,5245.0,4297.0,7008.0,5488.0,4790.0,4.557566,Camden,2015,13689.0,19820.0
595,Hanger Lane                        , ,6753.0,3895.0,2836.0,6072.0,3508.0,2584.0,3.949461,Ealing,2015,12825.0,12823.0
596,Harlesden                          , ,5152.0,2735.0,1734.0,4870.0,2549.0,1613.0,3.007807,Brent,2015,10022.0,8631.0
597,Harrow & Wealdstone                , ,8400.0,5469.0,3452.0,7763.0,4642.0,3122.0,5.002877,Harrow,2015,16163.0,16685.0
598,Harrow-on-the-Hill                 , ,15963.0,10877.0,7617.0,16573.0,10807.0,7643.0,10.259516,Harrow,2015,32536.0,36944.0
779,Hatton Cross                       , ,5128.0,3917.0,2849.0,4712.0,3481.0,2672.0,3.199955,Hillingdon,2015,9840.0,12919.0
781,Heathrow Terminal 4                , ,3260.0,3499.0,4020.0,2912.0,3507.0,3127.0,2.347501,Hillingdon,2015,6172.0,14153.0
783,Heathrow Terminal 5                , ,5633.0,6101.0,6688.0,4731.0,4900.0,5310.0,3.902026,Hillingdon,2015,10364.0,22999.0
780,Heathrow Terminals 123             , ,10719.0,11903.0,12149.0,9339.0,9429.0,9976.0,7.489313,Hillingdon,2015,20058.0,43457.0
601,Hendon Central                     , ,13446.0,7883.0,5896.0,12423.0,6779.0,5337.0,7.970028,Barnet,2015,25869.0,25895.0
602,High Barnet                        , ,6116.0,3878.0,2444.0,5701.0,3399.0,2314.0,3.648827,Barnet,2015,11817.0,12035.0
605,High Street Kensington             , ,20934.0,15572.0,11114.0,20426.0,15787.0,10374.0,13.36254,Kensington and Chelsea,2015,41360.0,52847.0
603,Highbury & Islington               , ,28475.0,22296.0,14407.0,28502.0,22142.0,14712.0,18.443978,Islington,2015,56977.0,73557.0
604,Highgate                           , ,8953.0,6325.0,4013.0,8419.0,5569.0,3939.0,5.482772,Haringey,2015,17372.0,19846.0
606,Hillingdon                         , ,3039.0,1910.0,1413.0,2902.0,1716.0,1375.0,1.856117,Hillingdon,2015,5941.0,6414.0
607,Holborn                            , ,62752.0,40111.0,25147.0,68154.0,44935.0,25507.0,40.530196,Camden,2015,130906.0,135700.0
608,Holland Park                       , ,5466.0,3720.0,2572.0,5161.0,3522.0,2529.0,3.366174,Kensington and Chelsea,2015,10627.0,12343.0
609,Holloway Road                      , ,10741.0,7404.0,5042.0,10597.0,6767.0,5013.0,6.728651,Islington,2015,21338.0,24226.0
610,Hornchurch                         , ,3567.0,1740.0,693.0,3383.0,1734.0,747.0,2.023958,Havering,2015,6950.0,4914.0
611,Hounslow Central                   , ,6258.0,5345.0,3179.0,6131.0,4428.0,3061.0,4.010773,Hounslow,2015,12389.0,16013.0
612,Hounslow East                      , ,6727.0,5463.0,4078.0,6996.0,5412.0,4019.0,4.515142,Hounslow,2015,13723.0,18972.0
613,Hounslow West                      , ,5502.0,4420.0,3488.0,5180.0,4133.0,3262.0,3.545552,Hounslow,2015,10682.0,15303.0
614,Hyde Park Corner                   , ,9220.0,10705.0,11936.0,9524.0,14268.0,11725.0,7.436827,City of Westminster,2015,18744.0,48634.0
615,Ickenham                           , ,1970.0,1064.0,656.0,1978.0,1051.0,726.0,1.190362,Hillingdon,2015,3948.0,3497.0
616,Kennington                         , ,8917.0,6899.0,4754.0,8074.0,6113.0,4632.0,5.529121,Southwark,2015,16991.0,22398.0
617,Kensal Green                       , ,4332.0,3203.0,2045.0,3680.0,2643.0,1890.0,2.563193,Brent,2015,8012.0,9781.0
618,Kensington (Olympia)               , ,1622.0,7044.0,4193.0,1594.0,6397.0,4216.0,2.008711,Kensington and Chelsea,2015,3216.0,21850.0
619,Kentish Town                       , ,17315.0,11821.0,8331.0,15971.0,10262.0,7328.0,10.493555,Camden,2015,33286.0,37742.0
620,Kenton                             , ,3479.0,2250.0,1419.0,3329.0,2151.0,1380.0,2.116417,Brent,2015,6808.0,7200.0
621,Kew Gardens                        , ,5456.0,4602.0,3249.0,5199.0,4332.0,3351.0,3.549683,Richmond,2015,10655.0,15534.0
622,Kilburn                            , ,12956.0,10233.0,7483.0,12285.0,9219.0,7296.0,8.269438,Brent,2015,25241.0,34231.0
623,Kilburn Park                       , ,5259.0,4379.0,3153.0,5071.0,4030.0,3057.0,3.417148,Brent,2015,10330.0,14619.0
625,King's Cross St. Pancras           , ,138159.0,119658.0,98850.0,139242.0,112293.0,90457.0,93.413018,Camden,2015,277401.0,421258.0
624,Kingsbury                          , ,8169.0,5015.0,3473.0,7871.0,4717.0,3384.0,4.968747,Brent,2015,16040.0,16589.0
626,Knightsbridge                      , ,28118.0,39428.0,27435.0,26236.0,32616.0,20007.0,20.296928,Kensington and Chelsea,2015,54354.0,119486.0
627,Ladbroke Grove                     , ,9301.0,9099.0,4845.0,8446.0,6574.0,3774.0,5.813508,Kensington and Chelsea,2015,17747.0,24292.0
628,Lambeth North                      , ,5166.0,4610.0,3203.0,4675.0,3988.0,2712.0,3.285854,Lambeth,2015,9841.0,14513.0
629,Lancaster Gate                     , ,9695.0,7762.0,6364.0,9224.0,7630.0,5612.0,6.293475,City of Westminster,2015,18919.0,27368.0
630,Latimer Road                       , ,4448.0,2172.0,1496.0,4221.0,1870.0,1370.0,2.572535,Kensington and Chelsea,2015,8669.0,6908.0
631,Leicester Square                   , ,58943.0,88890.0,54688.0,53914.0,85601.0,49034.0,43.745951,City of Westminster,2015,112857.0,278213.0
632,Leyton                             , ,21859.0,19565.0,13504.0,21672.0,15741.0,12890.0,14.406501,Waltham Forest,2015,43531.0,61700.0
633,Leytonstone                        , ,17702.0,13410.0,9372.0,17075.0,12573.0,9188.0,11.244737,Waltham Forest,2015,34777.0,44543.0
634,Liverpool Street                   , ,115738.0,65331.0,56846.0,118058.0,66445.0,66113.0,73.257321,City of London,2015,233796.0,254735.0
635,London Bridge                      , ,115478.0,86367.0,54213.0,109518.0,82780.0,51631.0,71.964428,Southwark,2015,224996.0,274991.0
636,Loughton                           , ,5342.0,3371.0,1885.0,5371.0,3157.0,1892.0,3.272688,Epping Forest,2015,10713.0,10305.0
637,Maida Vale                         , ,5557.0,4132.0,2822.0,4940.0,3569.0,2713.0,3.382758,City of Westminster,2015,10497.0,13236.0
638,Manor House                        , ,14218.0,12504.0,9495.0,13472.0,10238.0,8937.0,9.275642,Hackney,2015,27690.0,41174.0
639,Mansion House                      , ,11018.0,2881.0,2004.0,9251.0,1800.0,1212.0,5.561213,City of London,2015,20269.0,7897.0
640,Marble Arch                        , ,22499.0,25984.0,19939.0,20480.0,21801.0,15386.0,15.442682,City of Westminster,2015,42979.0,83110.0
641,Marylebone                         , ,19933.0,13525.0,8557.0,20151.0,13288.0,8219.0,12.525312,City of Westminster,2015,40084.0,43589.0
642,Mile End                           , ,25573.0,21295.0,14692.0,23886.0,18851.0,14291.0,16.310716,Tower Hamlets,2015,49459.0,69129.0
643,Mill Hill East                     ,,2293.0,1159.0,717.0,2047.0,1343.0,809.0,1.318158,Barnet,2015,4340.0,4028.0
