nlc,station,note,entry_weekday,entry_saturday,entry_sunday,exit_weekday,exit_saturday,exit_sunday,annual_entry_exit_million,borough,year,total_weekday,total_weekend
682,Ravenscourt Park                   , ,4615.0,2688.0,1719.0,4396.0,2510.0,1749.0,2.754691,,2012,9011.0,8666.0
683,Rayners Lane                       , ,6588.0,3709.0,2399.0,6437.0,3512.0,2366.0,3.951952,,2012,13025.0,11986.0
684,Redbridge                          , ,4268.0,2953.0,1969.0,3855.0,2568.0,1829.0,2.566293,,2012,8123.0,9319.0
685,Regent's Park                      , ,5737.0,3164.0,2027.0,6604.0,4251.0,2580.0,3.779666,,2012,12341.0,12022.0
686,Richmond                           ,A,11368.0,10295.0,5469.0,11803.0,9799.0,5551.0,7.557331,,2012,23171.0,31114.0
687,Rickmansworth                      , ,3911.0,1646.0,912.0,3606.0,1472.0,824.0,2.166361,,2012,7517.0,4854.0
688,Roding Valley                      ,A,446.0,170.0,87.0,336.0,145.0,83.0,0.224256,,2012,782.0,485.0
690,Royal Oak                          , ,3691.0,2157.0,1507.0,3486.0,2090.0,1610.0,2.220528,,2012,7177.0,7364.0
691,Ruislip                            , ,2646.0,1573.0,892.0,2693.0,1576.0,895.0,1.619948,,2012,5339.0,4936.0
692,Ruislip Gardens                    , ,1783.0,1110.0,628.0,1431.0,909.0,580.0,0.989402,,2012,3214.0,3227.0
693,Ruislip Manor                      , ,2937.0,1518.0,818.0,2774.0,1379.0,809.0,1.69152,,2012,5711.0,4524.0
694,Russell Square                     , ,20524.0,16715.0,12366.0,20156.0,16386.0,11755.0,13.436431,,2012,40680.0,57222.0
698,Seven Sisters                      , ,21758.0,15899.0,11650.0,19300.0,13668.0,10830.0,13.251478,,2012,41058.0,52047.0
700,Shepherd's Bush (Cen)              , ,33802.0,30777.0,20175.0,31416.0,28381.0,19149.0,21.896486,,2012,65218.0,98482.0
775,Shepherd's Bush (H&C)              , ,5228.0,4204.0,2647.0,4782.0,3856.0,2535.0,3.257388,,2012,10010.0,13242.0
702,Sloane Square                      , ,26212.0,18581.0,11357.0,26233.0,18438.0,10956.0,16.51004,,2012,52445.0,59332.0
703,Snaresbrook                        , ,4869.0,2372.0,1383.0,3625.0,2078.0,1324.0,2.540095,,2012,8494.0,7157.0
704,South Ealing                       , ,5412.0,3511.0,2282.0,5230.0,3233.0,2297.0,3.313275,,2012,10642.0,11323.0
707,South Harrow                       , ,3624.0,2347.0,1571.0,3640.0,2285.0,1541.0,2.262264,,2012,7264.0,7744.0
708,South Kensington                   , ,48391.0,41637.0,31172.0,48547.0,41308.0,30812.0,32.49551,,2012,96938.0,144929.0
709,South Kenton                       ,A,1700.0,951.0,547.0,1500.0,858.0,593.0,0.970928,,2012,3200.0,2949.0
710,South Ruislip                      , ,2792.0,1933.0,1114.0,2690.0,1735.0,1053.0,1.705535,,2012,5482.0,5835.0
711,South Wimbledon                    , ,6296.0,3942.0,2454.0,5597.0,3823.0,2490.0,3.704405,,2012,11893.0,12709.0
712,South Woodford                     , ,6261.0,3815.0,2391.0,7799.0,4878.0,3040.0,4.329645,,2012,14060.0,14124.0
705,Southfields                        , ,9482.0,6368.0,3911.0,8393.0,5313.0,3658.0,5.576358,,2012,17875.0,19250.0
706,Southgate                          , ,7830.0,4987.0,3272.0,7874.0,4868.0,3342.0,4.875798,,2012,15704.0,16469.0
784,Southwark                          , ,20385.0,8471.0,5606.0,20635.0,9515.0,5644.0,11.977082,,2012,41020.0,29236.0
695,St. James's Park                   , ,25210.0,6704.0,4166.0,26327.0,7194.0,4312.0,14.261759,,2012,51537.0,22376.0
696,St. John's Wood                    , ,11142.0,7359.0,5254.0,11286.0,7340.0,5413.0,7.067985,,2012,22428.0,25366.0
697,St. Paul's                         , ,24525.0,13120.0,9010.0,25450.0,13345.0,8423.0,15.048402,,2012,49975.0,43898.0
713,Stamford Brook                     , ,4461.0,2675.0,1630.0,4163.0,2280.0,1570.0,2.628332,,2012,8624.0,8155.0
714,Stanmore                           , ,5321.0,3702.0,2573.0,5293.0,3507.0,2582.0,3.364355,,2012,10614.0,12364.0
715,Stepney Green                      , ,8055.0,4690.0,3281.0,7199.0,3881.0,3056.0,4.678837,,2012,15254.0,14908.0
716,Stockwell                          , ,15556.0,11074.0,7362.0,12015.0,9324.0,6803.0,8.871894,,2012,27571.0,34563.0
717,Stonebridge Park                   , ,4092.0,2407.0,1994.0,3929.0,2300.0,1534.0,2.482229,,2012,8021.0,8235.0
719,Stratford                          , ,74238.0,79991.0,52801.0,71501.0,75360.0,49109.0,50.962909,,2012,145739.0,257261.0
720,Sudbury Hill                       , ,3370.0,2070.0,1289.0,3258.0,1896.0,1249.0,2.032858,,2012,6628.0,6504.0
721,Sudbury Town                       , ,3416.0,2369.0,1679.0,2949.0,1862.0,1361.0,2.009717,,2012,6365.0,7271.0
723,Swiss Cottage                      , ,12194.0,8475.0,5942.0,11522.0,7809.0,5573.0,7.526301,,2012,23716.0,27799.0
724,Temple                             , ,13262.0,4908.0,2867.0,14109.0,5759.0,2964.0,7.823576,,2012,27371.0,16498.0
725,Theydon Bois                       , ,1259.0,929.0,445.0,1129.0,818.0,427.0,0.746456,,2012,2388.0,2619.0
726,Tooting Bec                        , ,11438.0,8036.0,5134.0,10251.0,6719.0,5116.0,6.859327,,2012,21689.0,25005.0
727,Tooting Broadway                   , ,21045.0,15658.0,10070.0,20470.0,14131.0,9866.0,13.228547,,2012,41515.0,49725.0
728,Tottenham Court Road               , ,54489.0,46309.0,28907.0,55081.0,48343.0,28218.0,36.013489,,2012,109570.0,151777.0
729,Tottenham Hale                     , ,15177.0,11628.0,8126.0,15381.0,10595.0,7349.0,9.799795,,2012,30558.0,37698.0
730,Totteridge & Whetstone             , ,3321.0,1791.0,1041.0,3089.0,1583.0,1023.0,1.918954,,2012,6410.0,5438.0
731,Tower Hill                         , ,33376.0,30591.0,21013.0,33372.0,30256.0,21128.0,22.537607,,2012,66748.0,102988.0
733,Tufnell Park                       , ,6050.0,5033.0,3220.0,5187.0,4052.0,2901.0,3.67652,,2012,11237.0,15206.0
734,Turnham Green                      , ,9592.0,6467.0,4218.0,9660.0,6257.0,4213.0,6.029833,,2012,19252.0,21155.0
735,Turnpike Lane                      , ,14670.0,12039.0,8604.0,14589.0,10835.0,8437.0,9.597394,,2012,29259.0,39915.0
736,Upminster                          ,A,7641.0,4619.0,2035.0,8282.0,4210.0,2091.0,4.731061,,2012,15923.0,12955.0
737,Upminster Bridge                   , ,2038.0,537.0,230.0,1989.0,458.0,238.0,1.098183,,2012,4027.0,1463.0
738,Upney                              , ,3712.0,2178.0,1329.0,3313.0,1774.0,1109.0,2.126671,,2012,7025.0,6390.0
739,Upton Park                         , ,16400.0,12605.0,8755.0,15267.0,12238.0,8198.0,10.303814,,2012,31667.0,41796.0
740,Uxbridge                           , ,11878.0,6599.0,4075.0,11903.0,6223.0,4286.0,7.176636,,2012,23781.0,21183.0
777,Vauxhall                           , ,37684.0,27360.0,17381.0,33902.0,24709.0,16916.0,22.842369,,2012,71586.0,86366.0
741,Victoria                           , ,126275.0,96658.0,70312.0,130050.0,92731.0,69643.0,82.955798,,2012,256325.0,329344.0
742,Walthamstow Central                , ,23987.0,17380.0,11242.0,23250.0,16779.0,11839.0,15.089008,,2012,47237.0,57240.0
743,Wanstead                           , ,4110.0,2894.0,1732.0,4069.0,2645.0,1711.0,2.560452,,2012,8179.0,8982.0
745,Warren Street                      , ,28841.0,10628.0,6618.0,29195.0,10220.0,6037.0,16.513849,,2012,58036.0,33503.0
746,Warwick Avenue                     , ,7151.0,5074.0,3235.0,6438.0,4433.0,3154.0,4.309332,,2012,13589.0,15896.0
747,Waterloo                           ,T,139941.0,91036.0,51622.0,146314.0,91296.0,54391.0,88.158546,,2012,286255.0,288345.0
748,Watford                            , ,2740.0,1355.0,877.0,2635.0,1334.0,858.0,1.602068,,2012,5375.0,4424.0
751,Wembley Central                    , ,7519.0,6689.0,4645.0,7924.0,6660.0,5086.0,5.175356,,2012,15443.0,23080.0
752,Wembley Park                       , ,16104.0,12131.0,11520.0,15589.0,11481.0,11459.0,10.601914,,2012,31693.0,46591.0
753,West Acton                         , ,2604.0,1728.0,1048.0,2486.0,1566.0,1001.0,1.579949,,2012,5090.0,5343.0
755,West Brompton                      , ,6993.0,5780.0,4005.0,6868.0,5485.0,3543.0,4.537945,,2012,13861.0,18813.0
756,West Finchley                      , ,2423.0,1267.0,708.0,2164.0,1070.0,704.0,1.365343,,2012,4587.0,3749.0
757,West Ham                           , ,5258.0,4288.0,2864.0,4714.0,3880.0,2619.0,3.271149,,2012,9972.0,13651.0
758,West Hampstead                     , ,15982.0,12085.0,7807.0,14479.0,9553.0,7131.0,9.713151,,2012,30461.0,36576.0
759,West Harrow                        , ,1797.0,1082.0,613.0,1808.0,1170.0,652.0,1.103804,,2012,3605.0,3517.0
760,West Kensington                    , ,8560.0,6034.0,4403.0,6910.0,4683.0,3687.0,4.948504,,2012,15470.0,18807.0
762,West Ruislip                       , ,2645.0,2017.0,1099.0,2472.0,1717.0,986.0,1.611784,,2012,5117.0,5819.0
754,Westbourne Park                    , ,5936.0,3736.0,2196.0,5012.0,3010.0,1965.0,3.366135,,2012,10948.0,10907.0
761,Westminster                        , ,31925.0,31311.0,23020.0,32353.0,30247.0,21425.0,22.085605,,2012,64278.0,106003.0
764,White City                         , ,12702.0,6580.0,4304.0,12330.0,6547.0,4334.0,7.525342,,2012,25032.0,21765.0
763,Whitechapel                        , ,21412.0,11897.0,8098.0,21477.0,11628.0,8252.0,13.038867,,2012,42889.0,39875.0
765,Willesden Green                    , ,13129.0,10190.0,7330.0,12201.0,8640.0,6895.0,8.226925,,2012,25330.0,33055.0
766,Willesden Junction                 ,A,6468.0,4343.0,2379.0,6463.0,3938.0,2448.0,3.986948,,2012,12931.0,13108.0
767,Wimbledon                          ,A,20137.0,13029.0,8929.0,17927.0,11635.0,8704.0,11.953067,,2012,38064.0,42297.0
768,Wimbledon Park                     , ,3589.0,2434.0,1272.0,3248.0,2020.0,1227.0,2.10881,,2012,6837.0,6953.0
770,Wood Green                         , ,18064.0,14805.0,10352.0,17015.0,13611.0,9667.0,11.53374,,2012,35079.0,48435.0
599,Wood Lane                          , ,5337.0,4366.0,2949.0,5828.0,4834.0,2958.0,3.651658,,2012,11165.0,15107.0
769,Woodford                           , ,9028.0,6125.0,3489.0,6375.0,5013.0,3015.0,4.859871,,2012,15403.0,17642.0
771,Woodside Park                      , ,4424.0,2504.0,1607.0,4254.0,2575.0,1793.0,2.660242,,2012,8678.0,8479.0
500,Acton Town                         , ,9179.0,6562.0,4359.0,8892.0,6092.0,4438.0,5.748994,,2013,18071.0,21451.0
502,Aldgate                            , ,12509.0,2826.0,2266.0,12060.0,3713.0,3187.0,6.877712,,2013,24569.0,11992.0
503,Aldgate East                       , ,18861.0,13105.0,10971.0,17606.0,10942.0,9140.0,11.663144,,2013,36467.0,44158.0
505,Alperton                           , ,4530.0,3301.0,2285.0,4715.0,3316.0,2356.0,2.956888,,2013,9245.0,11258.0
506,Amersham                           , ,3489.0,1664.0,1111.0,3344.0,1777.0,1151.0,2.041139,,2013,6833.0,5703.0
507,Angel                              , ,30213.0,22180.0,12718.0,29507.0,22772.0,12438.0,18.930868,,2013,59720.0,70108.0
508,Archway                            , ,13421.0,9195.0,6105.0,12618.0,7754.0,5764.0,8.169486,,2013,26039.0,28818.0
509,Arnos Grove                        , ,7177.0,5612.0,3840.0,6641.0,4908.0,3550.0,4.479004,,2013,13818.0,17910.0
510,Arsenal                            , ,5020.0,4244.0,2991.0,4271.0,3436.0,2799.0,3.091593,,2013,9291.0,13470.0
511,Baker Street                       , ,45202.0,30329.0,22818.0,43402.0,28753.0,21401.0,28.097997,,2013,88604.0,103301.0
512,Balham                             , ,19151.0,14303.0,8662.0,18830.0,13090.0,8587.0,12.05132,,2013,37981.0,44642.0
513,Bank & Monument                    ,B,89790.0,20298.0,10958.0,90437.0,19094.0,10041.0,48.884756,,2013,180227.0,60391.0
501,Barbican                           , ,18275.0,6146.0,4598.0,18399.0,6252.0,4575.0,10.464425,,2013,36674.0,21571.0
514,Barking                            , ,24349.0,16798.0,11543.0,23894.0,15472.0,11178.0,15.224058,,2013,48243.0,54991.0
515,Barkingside                        , ,2160.0,1069.0,632.0,2016.0,1036.0,644.0,1.241272,,2013,4176.0,3381.0
516,Barons Court                       , ,12324.0,7045.0,4661.0,11260.0,5551.0,4385.0,7.155458,,2013,23584.0,21642.0
517,Bayswater                          , ,7732.0,8503.0,7209.0,7368.0,8156.0,6471.0,5.493688,,2013,15100.0,30339.0
518,Becontree                          , ,5184.0,3077.0,1818.0,4804.0,2770.0,1722.0,3.039868,,2013,9988.0,9387.0
519,Belsize Park                       , ,9981.0,5646.0,4132.0,9058.0,5080.0,3802.0,5.842725,,2013,19039.0,18660.0
787,Bermondsey                         , ,14045.0,9873.0,6807.0,13064.0,9039.0,6710.0,8.639504,,2013,27109.0,32429.0
520,Bethnal Green                      , ,24458.0,19702.0,12631.0,22269.0,18367.0,12299.0,15.272389,,2013,46727.0,62999.0
521,Blackfriars                        ,N,21281.0,8992.0,7315.0,20202.0,7165.0,5441.0,12.087967,,2013,41483.0,28913.0
522,Blackhorse Road                    , ,12561.0,9860.0,6867.0,11791.0,8558.0,6345.0,7.8983,,2013,24352.0,31630.0
524,Bond Street                        , ,61848.0,54113.0,29820.0,59875.0,51162.0,27434.0,39.648205,,2013,121723.0,162529.0
525,Borough                            , ,7806.0,4956.0,3420.0,7818.0,5258.0,3420.0,4.88756,,2013,15624.0,17054.0
526,Boston Manor                       , ,3282.0,2370.0,1626.0,3271.0,2064.0,1579.0,2.077572,,2013,6553.0,7639.0
527,Bounds Green                       , ,9903.0,7869.0,5238.0,9019.0,6853.0,5084.0,6.161808,,2013,18922.0,25044.0
528,Bow Road                           , ,9035.0,6596.0,4572.0,8396.0,5845.0,4662.0,5.601781,,2013,17431.0,21675.0
529,Brent Cross                        , ,3506.0,2326.0,1731.0,3244.0,2142.0,1580.0,2.135435,,2013,6750.0,7779.0
778,Brixton                            , ,42681.0,34507.0,23249.0,40285.0,33050.0,22829.0,27.221964,,2013,82966.0,113635.0
530,Bromley-by-Bow                     , ,5199.0,3583.0,2523.0,4977.0,3090.0,2370.0,3.210211,,2013,10176.0,11566.0
531,Buckhurst Hill                     , ,3277.0,2029.0,963.0,3176.0,1801.0,938.0,1.943928,,2013,6453.0,5731.0
532,Burnt Oak                          , ,6059.0,3833.0,2287.0,5662.0,3529.0,2225.0,3.614445,,2013,11721.0,11874.0
534,Caledonian Road                    , ,9813.0,7102.0,4908.0,8750.0,5987.0,4621.0,5.939278,,2013,18563.0,22618.0
535,Camden Town                        , ,30129.0,37630.0,16096.0,30832.0,45711.0,30658.0,22.515351,,2013,60961.0,130095.0
788,Canada Water                       , ,17203.0,15811.0,11505.0,16916.0,14172.0,11656.0,11.557722,,2013,34119.0,53144.0
852,Canary Wharf                       , ,86253.0,29788.0,21565.0,88823.0,30625.0,22688.0,50.046631,,2013,175076.0,104666.0
884,Canning Town                       , ,14940.0,12280.0,10247.0,14340.0,10785.0,9700.0,9.784093,,2013,29280.0,43012.0
536,Cannon Street                      ,A,9562.0,2467.0,0.0,7986.0,1473.0,0.0,4.644524,,2013,17548.0,3940.0
537,Canons Park                        , ,3909.0,2641.0,1615.0,3719.0,2409.0,1531.0,2.378098,,2013,7628.0,8196.0
539,Chalfont & Latimer                 , ,2035.0,906.0,455.0,1825.0,771.0,354.0,1.111515,,2013,3860.0,2486.0
540,Chalk Farm                         , ,8652.0,8939.0,7384.0,7258.0,6471.0,4884.0,5.550362,,2013,15910.0,27678.0
541,Chancery Lane                      , ,29462.0,7056.0,3546.0,31352.0,7009.0,3341.0,16.523655,,2013,60814.0,20952.0
718,Charing Cross                      , ,31161.0,27707.0,18018.0,25509.0,20111.0,12667.0,18.634461,,2013,56670.0,78503.0
543,Chesham                            , ,1330.0,668.0,393.0,961.0,604.0,354.0,0.68984,,2013,2291.0,2019.0
544,Chigwell                           , ,1017.0,383.0,192.0,800.0,351.0,195.0,0.520702,,2013,1817.0,1121.0
545,Chiswick Park                      , ,3310.0,1914.0,1229.0,3731.0,1828.0,1269.0,2.123339,,2013,7041.0,6240.0
546,Chorleywood                        , ,1832.0,722.0,389.0,1580.0,747.0,393.0,0.985762,,2013,3412.0,2251.0
547,Clapham Common                     , ,12751.0,10908.0,7279.0,14380.0,12029.0,7664.0,8.938504,,2013,27131.0,37880.0
548,Clapham North                      , ,8254.0,8222.0,5100.0,10289.0,8329.0,5369.0,6.169702,,2013,18543.0,27020.0
549,Clapham South                      , ,12863.0,8721.0,5742.0,11058.0,7732.0,5729.0,7.584358,,2013,23921.0,27924.0
550,Cockfosters                        , ,2861.0,2917.0,2094.0,2846.0,2575.0,1977.0,1.969644,,2013,5707.0,9563.0
551,Colindale                          , ,7628.0,5151.0,3319.0,6848.0,4328.0,3148.0,4.536889,,2013,14476.0,15946.0
552,Colliers Wood                      , ,9371.0,7115.0,4864.0,8552.0,6206.0,4613.0,5.786354,,2013,17923.0,22798.0
553,Covent Garden                      , ,27325.0,29017.0,22932.0,29296.0,47285.0,25755.0,21.16535,,2013,56621.0,124989.0
554,Croxley                            , ,1655.0,696.0,371.0,1534.0,667.0,364.0,0.921058,,2013,3189.0,2098.0
555,Dagenham East                      , ,4125.0,2681.0,1580.0,3711.0,2297.0,1425.0,2.418659,,2013,7836.0,7983.0
556,Dagenham Heathway                  , ,8568.0,5374.0,3138.0,8247.0,5003.0,3007.0,5.156354,,2013,16815.0,16522.0
557,Debden                             , ,4143.0,1779.0,872.0,3872.0,1531.0,792.0,2.298091,,2013,8015.0,4974.0
558,Dollis Hill                        , ,6583.0,4049.0,3218.0,3756.0,2210.0,1707.0,3.23181,,2013,10339.0,11184.0
560,Ealing Broadway                    , ,27628.0,18088.0,12036.0,25474.0,16983.0,11384.0,16.640278,,2013,53102.0,58491.0
561,Ealing Common                      , ,5178.0,3824.0,2701.0,5250.0,3622.0,2646.0,3.340949,,2013,10428.0,12793.0
562,Earl's Court                       , ,31814.0,29521.0,20713.0,30465.0,30250.0,20000.0,21.266746,,2013,62279.0,100484.0
563,East Acton                         , ,6192.0,4312.0,3056.0,6087.0,3736.0,2983.0,3.881384,,2013,12279.0,14087.0
565,East Finchley                      , ,11104.0,6731.0,4339.0,10288.0,5711.0,4123.0,6.558418,,2013,21392.0,20904.0
566,East Ham                           , ,21542.0,16137.0,11134.0,20651.0,14590.0,11054.0,13.581725,,2013,42193.0,52915.0
567,East Putney                        , ,9358.0,6940.0,4788.0,8241.0,5658.0,4441.0,5.652154,,2013,17599.0,21827.0
564,Eastcote                           , ,4572.0,2598.0,1427.0,4131.0,2385.0,1417.0,2.628771,,2013,8703.0,7827.0
568,Edgware                            , ,6636.0,4127.0,3040.0,6487.0,3897.0,2940.0,4.090187,,2013,13123.0,14004.0
774,Edgware Road (Bak)                 , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2013,0.0,0.0
569,Edgware Road (Cir)                 , ,13313.0,8450.0,5745.0,13085.0,8119.0,5342.0,8.194415,,2013,26398.0,27656.0
570,Elephant & Castle                  , ,28628.0,19266.0,14951.0,26981.0,18048.0,13268.0,17.674326,,2013,55609.0,65533.0
571,Elm Park                           , ,4633.0,2283.0,1209.0,4293.0,2091.0,1208.0,2.628329,,2013,8926.0,6791.0
542,Embankment                         , ,30162.0,28302.0,17652.0,29537.0,28892.0,17501.0,20.151962,,2013,59699.0,92347.0
572,Epping                             , ,5698.0,3805.0,2095.0,4310.0,3423.0,1912.0,3.144293,,2013,10008.0,11235.0
574,Euston                             , ,58759.0,44415.0,35945.0,57442.0,44078.0,32293.0,38.026531,,2013,116201.0,156731.0
575,Euston Square                      , ,21268.0,7717.0,5837.0,21817.0,7625.0,5355.0,12.358617,,2013,43085.0,26534.0
576,Fairlop                            , ,1698.0,885.0,489.0,1536.0,858.0,494.0,0.966835,,2013,3234.0,2726.0
577,Farringdon                         , ,40469.0,9357.0,5631.0,39199.0,9571.0,4952.0,21.764657,,2013,79668.0,29511.0
578,Finchley Central                   , ,8736.0,5808.0,3281.0,8596.0,4901.0,3338.0,5.332385,,2013,17332.0,17328.0
579,Finchley Road                      , ,15891.0,11251.0,8337.0,15009.0,10285.0,7955.0,9.8988,,2013,30900.0,37828.0
580,Finsbury Park                      ,A,42150.0,39036.0,22783.0,40194.0,30889.0,21338.0,27.072271,,2013,82344.0,114046.0
581,Fulham Broadway                    , ,16007.0,11762.0,7286.0,15413.0,10643.0,6787.0,9.944627,,2013,31420.0,36478.0
582,Gants Hill                         , ,10007.0,5838.0,3801.0,9540.0,5589.0,3775.0,5.986579,,2013,19547.0,19003.0
583,Gloucester Road                    , ,23471.0,17948.0,13755.0,22179.0,17218.0,12260.0,14.912967,,2013,45650.0,61181.0
584,Golders Green                      , ,11851.0,8260.0,6384.0,11298.0,7384.0,5935.0,7.397006,,2013,23149.0,27963.0
585,Goldhawk Road                      , ,2967.0,2105.0,1198.0,2720.0,1918.0,1273.0,1.793796,,2013,5687.0,6494.0
586,Goodge Street                      , ,14264.0,6069.0,3199.0,14298.0,6148.0,3042.0,8.229689,,2013,28562.0,18458.0
587,Grange Hill                        , ,1044.0,469.0,223.0,898.0,395.0,220.0,0.562391,,2013,1942.0,1307.0
588,Great Portland Street              , ,13590.0,4725.0,3503.0,13009.0,4362.0,2868.0,7.57796,,2013,26599.0,15458.0
590,Green Park                         , ,54065.0,32066.0,21514.0,60361.0,39827.0,25464.0,35.459916,,2013,114426.0,118871.0
589,Greenford                          , ,7117.0,4638.0,2836.0,6920.0,4412.0,2662.0,4.346343,,2013,14037.0,14548.0
591,Gunnersbury                        , ,7741.0,3884.0,2546.0,7641.0,3399.0,2257.0,4.553739,,2013,15382.0,12086.0
592,Hainault                           , ,5413.0,2933.0,1824.0,5033.0,2704.0,1752.0,3.146946,,2013,10446.0,9213.0
593,Hammersmith (Dis)                  , ,47797.0,31661.0,21968.0,45740.0,28666.0,20140.0,29.286237,,2013,93537.0,102435.0
773,Hammersmith (H&C)                  , ,15281.0,10124.0,6773.0,13084.0,9303.0,6290.0,8.957266,,2013,28365.0,32490.0
594,Hampstead                          , ,6552.0,4785.0,3805.0,6571.0,4921.0,4003.0,4.285503,,2013,13123.0,17514.0
595,Hanger Lane                        , ,6060.0,3880.0,2546.0,5666.0,3420.0,2251.0,3.629301,,2013,11726.0,12097.0
596,Harlesden                          , ,4391.0,2468.0,1629.0,4193.0,2264.0,1525.0,2.603902,,2013,8584.0,7886.0
597,Harrow & Wealdstone                , ,7904.0,5010.0,3293.0,7137.0,4240.0,3031.0,4.659489,,2013,15041.0,15574.0
598,Harrow-on-the-Hill                 , ,14354.0,9684.0,6423.0,15032.0,9686.0,6526.0,9.205889,,2013,29386.0,32319.0
779,Hatton Cross                       , ,4971.0,3682.0,2904.0,4533.0,3142.0,2471.0,3.076485,,2013,9504.0,12199.0
781,Heathrow Terminal 4                , ,3352.0,4263.0,4219.0,2871.0,3677.0,3247.0,2.427793,,2013,6223.0,15406.0
783,Heathrow Terminal 5                , ,5959.0,5850.0,6746.0,5042.0,4934.0,5182.0,4.047773,,2013,11001.0,22712.0
780,Heathrow Terminals 123             , ,12003.0,12209.0,12474.0,10238.0,10272.0,10369.0,8.143722,,2013,22241.0,45324.0
601,Hendon Central                     , ,11757.0,6467.0,4371.0,10890.0,5381.0,4057.0,6.843039,,2013,22647.0,20276.0
602,High Barnet                        , ,4760.0,2868.0,1830.0,4381.0,2425.0,1703.0,2.796356,,2013,9141.0,8826.0
605,High Street Kensington             , ,20371.0,16360.0,11335.0,20989.0,16398.0,10551.0,13.45877,,2013,41360.0,54644.0
603,Highbury & Islington               , ,27741.0,21811.0,14223.0,28030.0,22384.0,15029.0,18.134071,,2013,55771.0,73447.0
604,Highgate                           , ,7724.0,5229.0,3287.0,7099.0,4520.0,3154.0,4.637186,,2013,14823.0,16190.0
606,Hillingdon                         , ,2910.0,1713.0,953.0,2437.0,1557.0,934.0,1.634164,,2013,5347.0,5157.0
607,Holborn                            , ,56102.0,28027.0,16612.0,58751.0,29603.0,16746.0,34.022691,,2013,114853.0,90988.0
608,Holland Park                       , ,5706.0,3487.0,2303.0,5272.0,3237.0,2218.0,3.393821,,2013,10978.0,11245.0
609,Holloway Road                      , ,11480.0,7780.0,5324.0,11262.0,7047.0,5210.0,7.146236,,2013,22742.0,25361.0
610,Hornchurch                         , ,3487.0,1520.0,779.0,3387.0,1506.0,783.0,1.988632,,2013,6874.0,4588.0
611,Hounslow Central                   , ,6275.0,4254.0,3235.0,6074.0,4083.0,3059.0,3.929167,,2013,12349.0,14631.0
612,Hounslow East                      , ,6602.0,5152.0,3827.0,6774.0,4753.0,3661.0,4.34098,,2013,13376.0,17393.0
613,Hounslow West                      , ,5289.0,4118.0,3219.0,4868.0,3730.0,2880.0,3.337658,,2013,10157.0,13947.0
614,Hyde Park Corner                   , ,7735.357142857142,8226.0,7194.0,8427.142857142853,8401.0,7197.0,5.802785499999999,,2013,16162.499999999996,31018.0
615,Ickenham                           , ,1821.0,1014.0,593.0,1736.0,965.0,603.0,1.073393,,2013,3557.0,3175.0
616,Kennington                         , ,7439.0,5560.0,3716.0,7072.0,5229.0,3870.0,4.679885,,2013,14511.0,18375.0
617,Kensal Green                       , ,4354.0,3286.0,2096.0,3615.0,2621.0,1953.0,2.562212,,2013,7969.0,9956.0
618,Kensington (Olympia)               , ,1527.0,6601.0,3865.0,1500.0,5983.0,3869.0,1.876505,,2013,3027.0,20318.0
619,Kentish Town                       , ,10291.0,7107.0,5082.0,10219.0,6326.0,4444.0,6.44958,,2013,20510.0,22959.0
620,Kenton                             , ,3373.0,2088.0,1351.0,3147.0,1948.0,1326.0,2.017375,,2013,6520.0,6713.0
621,Kew Gardens                        , ,5637.0,4329.0,3168.0,5267.0,3870.0,2555.0,3.522717,,2013,10904.0,13922.0
622,Kilburn                            , ,12268.0,9709.0,6902.0,11560.0,8699.0,6731.0,7.790047,,2013,23828.0,32041.0
623,Kilburn Park                       , ,5269.0,4466.0,3260.0,5208.0,4257.0,3123.0,3.480874,,2013,10477.0,15106.0
625,King's Cross St. Pancras           , ,133310.23809523805,100698.0,81643.0,124371.8125,98805.0,75969.0,84.86682280059523,,2013,257682.05059523805,357115.0
624,Kingsbury                          , ,6805.0,4140.0,2851.0,6538.0,3811.0,2721.0,4.117979,,2013,13343.0,13523.0
626,Knightsbridge                      , ,30760.0,34652.0,24458.0,29879.0,32073.0,20594.0,21.469435,,2013,60639.0,111777.0
627,Ladbroke Grove                     , ,8903.0,10330.0,4591.0,8083.0,6631.0,3647.0,5.665472,,2013,16986.0,25199.0
628,Lambeth North                      , ,4673.0,4324.0,2998.0,4317.0,3713.0,2622.0,3.023974,,2013,8990.0,13657.0
629,Lancaster Gate                     , ,10424.0,8499.0,6619.0,10088.0,8076.0,5977.0,6.7946,,2013,20512.0,29171.0
630,Latimer Road                       , ,3737.0,1875.0,1387.0,3575.0,1635.0,1327.0,2.192582,,2013,7312.0,6224.0
631,Leicester Square                   , ,53186.0,76347.0,41370.0,49597.0,74601.0,39025.0,38.5967,,2013,102783.0,231343.0
632,Leyton                             , ,21386.0,16763.0,11616.0,20409.0,14430.0,11016.0,13.531459,,2013,41795.0,53825.0
633,Leytonstone                        , ,16709.0,12004.0,8065.0,15927.0,10872.0,7742.0,10.379073,,2013,32636.0,38683.0
634,Liverpool Street                   , ,107083.0,60220.0,51082.0,110510.0,61484.0,59324.0,67.893591,,2013,217593.0,232110.0
635,London Bridge                      , ,112634.0,81268.0,53203.0,106801.0,76551.0,51218.0,69.884482,,2013,219435.0,262240.0
